timestamp,elapsed_sec,posture_type,fatigue_label,fatigue_probability
2026-05-16 18:50:03,12,Chin Propping,Normal,0.0
2026-05-16 18:50:03,13,Chin Propping,Normal,0.0
2026-05-16 18:50:04,14,Chin Propping,Normal,0.0
2026-05-16 18:50:04,14,Chin Propping,Normal,0.0
2026-05-16 18:50:05,15,Chin Propping,Normal,0.0
2026-05-16 18:50:05,15,Chin Propping,Normal,0.0
2026-05-16 18:50:06,16,Chin Propping,Normal,0.0
2026-05-16 18:50:06,16,Optimal,Normal,0.0
2026-05-16 18:50:07,17,Asymmetric,Normal,0.0
2026-05-16 18:50:07,17,Asymmetric,Normal,0.0
2026-05-16 18:50:08,18,Asymmetric,Normal,0.0
2026-05-16 18:50:08,18,Asymmetric,Normal,0.0
2026-05-16 18:50:09,19,Asymmetric,Normal,0.0
2026-05-16 18:50:09,19,Asymmetric,Normal,0.0
2026-05-16 18:50:10,20,Asymmetric,Normal,0.0
2026-05-16 18:50:10,20,Asymmetric,Normal,0.0
2026-05-16 18:50:11,21,Asymmetric,Normal,0.0
2026-05-16 18:50:11,21,Asymmetric,Normal,0.0
2026-05-16 18:50:12,22,Asymmetric,Normal,0.0
2026-05-16 18:50:13,22,Asymmetric,Normal,0.0
2026-05-16 18:50:13,23,Asymmetric,Normal,0.0
2026-05-16 18:50:14,24,Optimal,Normal,0.0
2026-05-16 18:50:14,24,Optimal,Normal,0.0
2026-05-16 18:50:15,25,Optimal,Normal,0.0
2026-05-16 18:50:15,25,Optimal,Normal,0.0
2026-05-16 18:50:16,26,Optimal,Normal,0.0
2026-05-16 18:50:16,26,Optimal,Normal,0.0
2026-05-16 18:50:17,27,Optimal,Normal,0.0
2026-05-16 18:50:17,27,Optimal,Normal,0.0
2026-05-16 18:50:18,28,Optimal,Normal,0.0
2026-05-16 18:50:18,28,Optimal,Normal,0.0
2026-05-16 18:50:19,29,Optimal,Normal,0.0
2026-05-16 18:50:19,29,Optimal,Normal,0.0
2026-05-16 18:50:20,30,Optimal,Drowsy,0.6257128715515137
2026-05-16 18:50:20,30,Optimal,Drowsy,0.6257128715515137
2026-05-16 18:50:21,31,Optimal,Drowsy,0.6257128715515137
2026-05-16 18:50:21,31,Asymmetric,Drowsy,0.6257128715515137
2026-05-16 18:50:22,32,Asymmetric,Drowsy,0.6257128715515137
2026-05-16 18:50:22,32,Asymmetric,Drowsy,0.6257128715515137
2026-05-16 18:50:23,33,Asymmetric,Drowsy,0.6257128715515137
2026-05-16 18:50:24,33,Asymmetric,Drowsy,0.6257128715515137
2026-05-16 18:50:24,34,Asymmetric,Drowsy,0.6257128715515137
2026-05-16 18:50:25,35,Asymmetric,Drowsy,0.6257128715515137
2026-05-16 18:50:25,35,Optimal,Drowsy,0.6257128715515137
2026-05-16 18:50:26,36,Optimal,Drowsy,0.6257128715515137
2026-05-16 18:50:26,36,Optimal,Drowsy,0.6257128715515137
2026-05-16 18:50:27,37,Optimal,Drowsy,0.6257128715515137
2026-05-16 18:50:27,37,Optimal,Drowsy,0.6257128715515137
2026-05-16 18:50:28,38,Optimal,Drowsy,0.6257128715515137
2026-05-16 18:50:28,38,Optimal,Drowsy,0.6257128715515137
2026-05-16 18:50:29,39,Optimal,Drowsy,0.6257128715515137
2026-05-16 18:50:29,39,Optimal,Drowsy,0.6257128715515137
2026-05-16 18:50:30,40,Optimal,Drowsy,0.6257128715515137
2026-05-16 18:50:30,40,Forward Head,Drowsy,0.6257128715515137
2026-05-16 18:50:31,41,Asymmetric,Drowsy,0.6257128715515137
2026-05-16 18:50:31,41,Asymmetric,Drowsy,0.6257128715515137
2026-05-16 18:50:32,42,Forward Head,Drowsy,0.6257128715515137
2026-05-16 18:50:32,42,Forward Head,Drowsy,0.6257128715515137
2026-05-16 18:50:33,43,Forward Head,Drowsy,0.6257128715515137
2026-05-16 18:50:33,43,Forward Head,Drowsy,0.6257128715515137
2026-05-16 18:50:34,44,Forward Head,Drowsy,0.6257128715515137
2026-05-16 18:50:35,44,Forward Head,Drowsy,0.6257128715515137
2026-05-16 18:50:35,45,Forward Head,Drowsy,0.6257128715515137
2026-05-16 18:50:36,46,Asymmetric,Drowsy,0.6257128715515137
2026-05-16 18:50:36,46,Asymmetric,Drowsy,0.6257128715515137
2026-05-16 18:50:37,47,Forward Head,Drowsy,0.6257128715515137
2026-05-16 18:50:37,47,Forward Head,Drowsy,0.6257128715515137
2026-05-16 18:50:38,48,Asymmetric,Drowsy,0.6257128715515137
2026-05-16 18:50:38,48,Asymmetric,Drowsy,0.6257128715515137
2026-05-16 18:50:39,49,Asymmetric,Drowsy,0.6257128715515137
2026-05-16 18:50:39,49,Forward Head,Drowsy,0.6257128715515137
2026-05-16 18:50:40,50,Forward Head,Drowsy,0.6257128715515137
2026-05-16 18:50:40,50,Asymmetric,Drowsy,0.6257128715515137
2026-05-16 18:50:41,51,Forward Head,Drowsy,0.6257128715515137
2026-05-16 18:50:41,51,Forward Head,Drowsy,0.6257128715515137
2026-05-16 18:50:42,52,Forward Head,Drowsy,0.6257128715515137
2026-05-16 18:50:42,52,Forward Head,Drowsy,0.6257128715515137
2026-05-16 18:50:43,53,Asymmetric,Drowsy,0.6257128715515137
2026-05-16 18:50:43,53,Asymmetric,Drowsy,0.6257128715515137
2026-05-16 18:50:44,54,Forward Head,Drowsy,0.6257128715515137
2026-05-16 18:50:45,54,Forward Head,Drowsy,0.6257128715515137
2026-05-16 19:07:09,0,Optimal,Normal,0.0
2026-05-16 19:07:10,0,Optimal,Normal,0.0
2026-05-16 19:07:10,1,Optimal,Normal,0.0
2026-05-16 19:07:11,1,Optimal,Normal,0.0
2026-05-16 19:07:11,2,Optimal,Normal,0.0
2026-05-16 19:07:12,2,Optimal,Normal,0.0
2026-05-16 19:07:13,3,Asymmetric,Normal,0.0
2026-05-16 19:07:13,3,Asymmetric,Normal,0.0
2026-05-16 19:07:14,4,Asymmetric,Normal,0.0
2026-05-16 19:07:14,4,Asymmetric,Normal,0.0
2026-05-16 19:07:15,5,Asymmetric,Normal,0.0
2026-05-16 19:07:15,5,Asymmetric,Normal,0.0
2026-05-16 19:07:16,6,Asymmetric,Normal,0.0
2026-05-16 19:07:16,6,Asymmetric,Normal,0.0
2026-05-16 19:07:17,7,Asymmetric,Normal,0.0
2026-05-16 19:07:17,7,Asymmetric,Normal,0.0
2026-05-16 19:07:18,8,Asymmetric,Normal,0.0
2026-05-16 19:07:18,8,Asymmetric,Normal,0.0
2026-05-16 19:07:19,9,Asymmetric,Normal,0.0
2026-05-16 19:07:19,10,Asymmetric,Normal,0.0
2026-05-16 19:07:20,10,Asymmetric,Normal,0.0
2026-05-16 19:07:20,11,Asymmetric,Normal,0.0
2026-05-16 19:07:21,11,Asymmetric,Normal,0.0
2026-05-16 19:07:21,12,Optimal,Normal,0.0
2026-05-16 19:07:22,12,Optimal,Normal,0.0
2026-05-16 19:07:23,13,Optimal,Normal,0.0
2026-05-16 19:07:23,13,Asymmetric,Normal,0.0
2026-05-16 19:07:24,14,Asymmetric,Normal,0.0
2026-05-16 19:07:24,14,Asymmetric,Normal,0.0
2026-05-16 19:07:25,15,Asymmetric,Normal,0.0
2026-05-16 19:07:25,15,Optimal,Normal,0.0
2026-05-16 19:07:26,16,Optimal,Normal,0.0
2026-05-16 19:07:26,16,Optimal,Normal,0.0
2026-05-16 19:07:27,17,Optimal,Normal,0.0
2026-05-16 19:07:27,17,Asymmetric,Normal,0.0
2026-05-16 19:07:28,18,Optimal,Normal,0.0
2026-05-16 19:07:28,18,Optimal,Normal,0.0
2026-05-16 19:07:29,19,Optimal,Normal,0.0
2026-05-16 19:07:29,20,Optimal,Normal,0.0
2026-05-16 19:07:30,20,Optimal,Normal,0.0
2026-05-16 19:07:30,21,Optimal,Normal,0.0
2026-05-16 19:07:31,21,Optimal,Normal,0.0
2026-05-16 19:07:31,22,Optimal,Normal,0.0
2026-05-16 19:07:32,22,Optimal,Normal,0.0
2026-05-16 19:07:33,23,Optimal,Normal,0.0
2026-05-16 19:07:33,23,Optimal,Normal,0.0
2026-05-16 19:07:34,24,Optimal,Normal,0.0
2026-05-16 19:07:34,24,Optimal,Normal,0.0
2026-05-16 19:07:35,25,Optimal,Normal,0.0
2026-05-16 19:07:35,25,Optimal,Normal,0.0
2026-05-16 19:07:36,26,Optimal,Normal,0.0
2026-05-16 19:07:36,26,Optimal,Normal,0.0
2026-05-16 19:07:37,27,Optimal,Normal,0.0
2026-05-16 19:07:37,27,Optimal,Normal,0.0
2026-05-16 19:07:38,28,Optimal,Normal,0.0
2026-05-16 19:07:38,28,Optimal,Normal,0.0
2026-05-16 19:07:39,29,Optimal,Normal,0.0
2026-05-16 19:07:39,30,Optimal,Drowsy,0.8243670463562012
2026-05-16 19:07:40,30,Optimal,Drowsy,0.8243670463562012
2026-05-16 19:07:40,31,Optimal,Drowsy,0.8243670463562012
2026-05-16 19:07:41,31,Optimal,Drowsy,0.8243670463562012
2026-05-16 19:07:41,32,Optimal,Drowsy,0.8243670463562012
2026-05-16 19:07:42,32,Optimal,Drowsy,0.8243670463562012
2026-05-16 19:07:42,33,Asymmetric,Drowsy,0.8243670463562012
2026-05-16 19:07:43,33,Asymmetric,Drowsy,0.8243670463562012
2026-05-16 19:07:44,34,Asymmetric,Drowsy,0.8243670463562012
2026-05-16 19:07:44,34,Asymmetric,Drowsy,0.8243670463562012
2026-05-16 19:07:45,35,Asymmetric,Drowsy,0.8243670463562012
2026-05-16 19:07:45,35,Asymmetric,Drowsy,0.8243670463562012
2026-05-16 19:07:46,36,Asymmetric,Drowsy,0.8243670463562012
2026-05-16 19:07:46,36,Asymmetric,Drowsy,0.8243670463562012
2026-05-16 19:07:47,37,Asymmetric,Drowsy,0.8243670463562012
2026-05-16 19:07:47,37,Asymmetric,Drowsy,0.8243670463562012
2026-05-16 19:07:48,38,Asymmetric,Drowsy,0.8243670463562012
2026-05-16 19:07:48,38,Asymmetric,Drowsy,0.8243670463562012
2026-05-16 19:07:49,39,Asymmetric,Drowsy,0.8243670463562012
2026-05-16 19:07:49,39,Asymmetric,Drowsy,0.8243670463562012
2026-05-16 19:07:50,40,Asymmetric,Drowsy,0.8243670463562012
2026-05-16 19:07:50,41,Asymmetric,Drowsy,0.8243670463562012
2026-05-16 19:07:51,41,Asymmetric,Drowsy,0.8243670463562012
2026-05-16 19:07:51,42,Asymmetric,Drowsy,0.8243670463562012
2026-05-16 19:07:52,42,Asymmetric,Drowsy,0.8243670463562012
2026-05-16 19:07:52,43,Asymmetric,Drowsy,0.8243670463562012
2026-05-16 19:07:53,43,Asymmetric,Drowsy,0.8243670463562012
2026-05-16 19:07:53,44,Asymmetric,Drowsy,0.8243670463562012
2026-05-16 19:07:54,44,Chin Propping,Drowsy,0.8243670463562012
2026-05-16 19:07:55,45,Asymmetric,Drowsy,0.8243670463562012
2026-05-16 19:07:55,45,Chin Propping,Drowsy,0.8243670463562012
2026-05-16 19:07:56,46,Asymmetric,Drowsy,0.8243670463562012
2026-05-16 19:07:56,46,Asymmetric,Drowsy,0.8243670463562012
2026-05-16 19:07:57,47,Asymmetric,Drowsy,0.8243670463562012
2026-05-16 19:07:57,47,Asymmetric,Drowsy,0.8243670463562012
2026-05-16 19:07:58,48,Forward Head,Drowsy,0.8243670463562012
2026-05-16 19:07:58,48,Forward Head,Drowsy,0.8243670463562012
2026-05-16 19:07:59,49,Forward Head,Drowsy,0.8243670463562012
2026-05-16 19:07:59,49,Asymmetric,Drowsy,0.8243670463562012
2026-05-16 19:08:00,50,Forward Head,Drowsy,0.8243670463562012
2026-05-16 19:08:00,51,Forward Head,Drowsy,0.8243670463562012
2026-05-16 19:08:01,51,Forward Head,Drowsy,0.8243670463562012
2026-05-16 19:08:01,52,Forward Head,Drowsy,0.8243670463562012
2026-05-16 19:08:02,52,Forward Head,Drowsy,0.8243670463562012
2026-05-16 19:08:02,53,Asymmetric,Drowsy,0.8243670463562012
2026-05-16 19:08:03,53,Asymmetric,Drowsy,0.8243670463562012
2026-05-16 19:08:04,54,Asymmetric,Drowsy,0.8243670463562012
2026-05-16 19:08:04,54,Asymmetric,Drowsy,0.8243670463562012
2026-05-16 19:08:05,55,Asymmetric,Drowsy,0.8243670463562012
2026-05-16 19:08:05,55,Asymmetric,Drowsy,0.8243670463562012
2026-05-16 19:11:21,0,Forward Head,Normal,0.0
2026-05-16 19:11:22,0,Asymmetric,Normal,0.0
2026-05-16 19:11:22,1,Asymmetric,Normal,0.0
2026-05-16 19:11:23,1,Asymmetric,Normal,0.0
2026-05-16 19:11:23,2,Asymmetric,Normal,0.0
2026-05-16 19:13:55,0,Asymmetric,Normal,0.0
2026-05-16 19:13:55,0,Asymmetric,Normal,0.0
2026-05-16 19:13:56,1,Asymmetric,Normal,0.0
2026-05-16 19:13:56,1,Asymmetric,Normal,0.0
2026-05-16 19:13:57,2,Asymmetric,Normal,0.0
2026-05-16 19:13:57,2,Asymmetric,Normal,0.0
2026-05-16 19:13:58,3,Asymmetric,Normal,0.0
2026-05-16 19:13:58,3,Asymmetric,Normal,0.0
2026-05-16 19:13:59,4,Asymmetric,Normal,0.0
2026-05-16 19:14:00,4,Asymmetric,Normal,0.0
2026-05-16 19:14:00,5,Asymmetric,Normal,0.0
2026-05-16 19:14:01,5,Asymmetric,Normal,0.0
2026-05-16 19:14:01,6,Forward Head,Normal,0.0
2026-05-16 19:14:02,7,Asymmetric,Normal,0.0
2026-05-16 19:14:02,7,Asymmetric,Normal,0.0
2026-05-16 19:14:03,8,Asymmetric,Normal,0.0
2026-05-16 19:14:03,8,Asymmetric,Normal,0.0
2026-05-16 19:14:04,9,Asymmetric,Normal,0.0
2026-05-16 19:14:04,9,Asymmetric,Normal,0.0
2026-05-16 19:14:05,10,Optimal,Normal,0.0
2026-05-16 19:14:05,10,Optimal,Normal,0.0
2026-05-16 19:14:06,11,Asymmetric,Normal,0.0
2026-05-16 19:14:06,11,Asymmetric,Normal,0.0
2026-05-16 19:14:07,12,Asymmetric,Normal,0.0
2026-05-16 19:14:07,12,Asymmetric,Normal,0.0
2026-05-16 19:14:08,13,Asymmetric,Normal,0.0
2026-05-16 19:14:08,13,Asymmetric,Normal,0.0
2026-05-16 19:14:09,14,Asymmetric,Normal,0.0
2026-05-16 19:14:09,14,Asymmetric,Normal,0.0
2026-05-16 19:14:10,15,Asymmetric,Normal,0.0
2026-05-16 19:14:10,15,Asymmetric,Normal,0.0
2026-05-16 19:14:11,16,Optimal,Normal,0.0
2026-05-16 19:14:12,16,Optimal,Normal,0.0
2026-05-16 19:14:12,17,Asymmetric,Normal,0.0
2026-05-16 19:14:13,17,Asymmetric,Normal,0.0
2026-05-16 19:14:13,18,Asymmetric,Normal,0.0
2026-05-16 19:14:14,18,Asymmetric,Normal,0.0
2026-05-16 19:14:14,19,Asymmetric,Normal,0.0
2026-05-16 19:14:15,19,Asymmetric,Normal,0.0
2026-05-16 19:14:57,0,Optimal,Normal,0.0
2026-05-16 19:14:58,0,Optimal,Normal,0.0
2026-05-16 19:14:58,1,Optimal,Normal,0.0
2026-05-16 19:14:59,1,Optimal,Normal,0.0
2026-05-16 19:14:59,2,Optimal,Normal,0.0
2026-05-16 19:15:00,2,Asymmetric,Normal,0.0
2026-05-16 19:15:00,3,Asymmetric,Normal,0.0
2026-05-16 19:15:01,3,Asymmetric,Normal,0.0
2026-05-16 19:15:01,4,Asymmetric,Normal,0.0
2026-05-16 19:15:02,4,Forward Head,Normal,0.0
2026-05-16 19:15:02,5,Forward Head,Normal,0.0
2026-05-16 19:15:03,5,Forward Head,Normal,0.0
2026-05-16 19:15:03,6,Forward Head,Normal,0.0
2026-05-16 19:15:04,6,Forward Head,Normal,0.0
2026-05-16 19:15:04,7,Asymmetric,Normal,0.0
2026-05-16 19:15:05,7,Asymmetric,Normal,0.0
2026-05-16 19:15:05,8,Optimal,Normal,0.0
2026-05-16 19:15:06,8,Forward Head,Normal,0.0
2026-05-16 19:15:07,9,Optimal,Normal,0.0
2026-05-16 19:15:07,9,Optimal,Normal,0.0
2026-05-16 19:15:08,10,Optimal,Normal,0.0
2026-05-16 19:15:08,10,Optimal,Normal,0.0
2026-05-16 19:15:09,11,Chin Propping,Normal,0.0
2026-05-16 19:15:09,11,Chin Propping,Normal,0.0
2026-05-16 19:15:10,12,Chin Propping,Normal,0.0
2026-05-16 19:15:10,13,Chin Propping,Normal,0.0
2026-05-16 19:15:11,13,Chin Propping,Normal,0.0
2026-05-16 19:15:11,14,Chin Propping,Normal,0.0
2026-05-16 19:15:12,14,Forward Head,Normal,0.0
2026-05-16 19:15:12,15,Forward Head,Normal,0.0
2026-05-16 19:15:13,15,Forward Head,Normal,0.0
2026-05-16 19:15:13,16,Forward Head,Normal,0.0
2026-05-16 19:15:14,16,Optimal,Normal,0.0
2026-05-16 19:15:14,17,Optimal,Normal,0.0
2026-05-16 19:15:15,17,Optimal,Normal,0.0
2026-05-16 19:15:15,18,Optimal,Normal,0.0
2026-05-16 19:15:16,18,Optimal,Normal,0.0
2026-05-16 19:15:16,19,Asymmetric,Normal,0.0
2026-05-16 19:15:17,19,Asymmetric,Normal,0.0
2026-05-16 19:15:18,20,Optimal,Normal,0.0
2026-05-16 19:15:18,20,Forward Head,Normal,0.0
2026-05-16 19:15:19,21,Forward Head,Normal,0.0
2026-05-16 19:15:19,21,Forward Head,Normal,0.0
2026-05-16 19:15:20,22,Forward Head,Normal,0.0
2026-05-16 19:15:20,23,Forward Head,Normal,0.0
2026-05-16 19:15:21,23,Forward Head,Normal,0.0
2026-05-16 19:15:21,24,Optimal,Normal,0.0
2026-05-16 19:15:22,24,Optimal,Normal,0.0
2026-05-16 19:15:22,25,Optimal,Normal,0.0
2026-05-16 19:15:23,25,Optimal,Normal,0.0
2026-05-16 19:15:23,26,Chin Propping,Normal,0.0
2026-05-16 19:15:24,26,Forward Head,Normal,0.0
2026-05-16 19:15:24,27,Forward Head,Normal,0.0
2026-05-16 19:15:25,27,Optimal,Normal,0.0
2026-05-16 19:15:25,28,Optimal,Normal,0.0
2026-05-16 19:15:26,28,Forward Head,Normal,0.0
2026-05-16 19:15:26,29,Optimal,Normal,0.0
2026-05-16 19:15:27,29,Optimal,Normal,0.0
2026-05-16 19:15:27,30,Optimal,Drowsy,0.900587797164917
2026-05-16 19:15:28,30,Optimal,Drowsy,0.900587797164917
2026-05-16 19:15:28,31,Optimal,Drowsy,0.900587797164917
2026-05-16 19:15:52,0,Optimal,Normal,0.0
2026-05-16 19:15:53,0,Optimal,Normal,0.0
2026-05-16 19:15:53,1,Optimal,Normal,0.0
2026-05-16 19:15:54,1,Optimal,Normal,0.0
2026-05-16 19:15:55,2,Optimal,Normal,0.0
2026-05-16 19:15:55,2,Optimal,Normal,0.0
2026-05-16 19:15:56,3,Optimal,Normal,0.0
2026-05-16 19:15:56,3,Optimal,Normal,0.0
2026-05-16 19:15:57,4,Optimal,Normal,0.0
2026-05-16 19:15:57,4,Optimal,Normal,0.0
2026-05-16 19:15:58,5,Optimal,Normal,0.0
2026-05-16 19:15:58,5,Optimal,Normal,0.0
2026-05-16 19:15:59,6,Optimal,Normal,0.0
2026-05-16 19:15:59,6,Optimal,Normal,0.0
2026-05-16 19:16:00,7,Optimal,Normal,0.0
2026-05-16 19:16:00,7,Optimal,Normal,0.0
2026-05-16 19:16:01,8,Optimal,Normal,0.0
2026-05-16 19:16:01,8,Optimal,Normal,0.0
2026-05-16 19:16:02,9,Optimal,Normal,0.0
2026-05-16 19:16:02,9,Optimal,Normal,0.0
2026-05-16 19:16:03,10,Optimal,Normal,0.0
2026-05-16 19:16:03,11,Optimal,Normal,0.0
